GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,CA8001
"G1701990","1971","Illinois","17","Williamson","199","Williamson, IL",10821
"G1702010","1971","Illinois","17","Winnebago","201","Winnebago, IL",80454
"G1702030","1971","Illinois","17","Woodford","203","Woodford, IL",3259
"G1709990","1971","Illinois","17","Remainder of Illinois","999","Illinois Statewide No Fixed Loc",21313
"G1800010","1971","Indiana","18","Adams","001","Adams, IN",6528
"G1800030","1971","Indiana","18","Allen","003","Allen, IN",107088
"G1800050","1971","Indiana","18","Bartholomew","005","Bartholomew, IN",23249
"G1800070","1971","Indiana","18","Benton","007","Benton, IN",1406
"G1800090","1971","Indiana","18","Blackford","009","Blackford, IN",3324
"G1800110","1971","Indiana","18","Boone","011","Boone, IN",4637
"G1800130","1971","Indiana","18","Brown","013","Brown, IN",437
"G1800150","1971","Indiana","18","Carroll","015","Carroll, IN",2409
"G1800170","1971","Indiana","18","Cass","017","Cass, IN",10007
"G1800190","1971","Indiana","18","Clark","019","Clark, IN",19075
"G1800210","1971","Indiana","18","Clay","021","Clay, IN",2508
"G1800230","1971","Indiana","18","Clinton","023","Clinton, IN",6056
"G1800250","1971","Indiana","18","Crawford","025","Crawford, IN",623
"G1800270","1971","Indiana","18","Daviess","027","Daviess, IN",4761
"G1800290","1971","Indiana","18","Dearborn","029","Dearborn, IN",6385
"G1800310","1971","Indiana","18","Decatur","031","Decatur, IN",3696
"G1800330","1971","Indiana","18","DeKalb","033","De Kalb, IN",7412
"G1800350","1971","Indiana","18","Delaware","035","Delaware, IN",38270
"G1800370","1971","Indiana","18","Dubois","037","Dubois, IN",9400
"G1800390","1971","Indiana","18","Elkhart","039","Elkhart, IN",53250
"G1800410","1971","Indiana","18","Fayette","041","Fayette, IN",9160
"G1800430","1971","Indiana","18","Floyd","043","Floyd, IN",10218
"G1800450","1971","Indiana","18","Fountain","045","Fountain, IN",3756
"G1800470","1971","Indiana","18","Franklin","047","Franklin, IN",1593
"G1800490","1971","Indiana","18","Fulton","049","Fulton, IN",4349
"G1800510","1971","Indiana","18","Gibson","051","Gibson, IN",5801
"G1800530","1971","Indiana","18","Grant","053","Grant, IN",25388
"G1800550","1971","Indiana","18","Greene","055","Greene, IN",3830
"G1800570","1971","Indiana","18","Hamilton","057","Hamilton, IN",7402
"G1800590","1971","Indiana","18","Hancock","059","Hancock, IN",4319
"G1800610","1971","Indiana","18","Harrison","061","Harrison, IN",2551
"G1800630","1971","Indiana","18","Hendricks","063","Hendricks, IN",4543
"G1800650","1971","Indiana","18","Henry","065","Henry, IN",9782
"G1800670","1971","Indiana","18","Howard","067","Howard, IN",34247
"G1800690","1971","Indiana","18","Huntington","069","Huntington, IN",9006
"G1800710","1971","Indiana","18","Jackson","071","Jackson, IN",8076
"G1800730","1971","Indiana","18","Jasper","073","Jasper, IN",3222
"G1800750","1971","Indiana","18","Jay","075","Jay, IN",5744
"G1800770","1971","Indiana","18","Jefferson","077","Jefferson, IN",6511
"G1800790","1971","Indiana","18","Jennings","079","Jennings, IN",1662
"G1800810","1971","Indiana","18","Johnson","081","Johnson, IN",10091
"G1800830","1971","Indiana","18","Knox","083","Knox, IN",9159
"G1800850","1971","Indiana","18","Kosciusko","085","Kosciusko, IN",13735
"G1800870","1971","Indiana","18","LaGrange","087","Lagrange, IN",4243
"G1800890","1971","Indiana","18","Lake","089","Lake, IN",173459
"G1800910","1971","Indiana","18","LaPorte","091","La Porte, IN",28603
"G1800930","1971","Indiana","18","Lawrence","093","Lawrence, IN",6937
"G1800950","1971","Indiana","18","Madison","095","Madison, IN",43365
"G1800970","1971","Indiana","18","Marion","097","Marion, IN",303455
"G1800990","1971","Indiana","18","Marshall","099","Marshall, IN",7262
"G1801010","1971","Indiana","18","Martin","101","Martin, IN",1568
"G1801030","1971","Indiana","18","Miami","103","Miami, IN",5810
"G1801050","1971","Indiana","18","Monroe","105","Monroe, IN",21867
"G1801070","1971","Indiana","18","Montgomery","107","Montgomery, IN",7930
"G1801090","1971","Indiana","18","Morgan","109","Morgan, IN",4430
"G1801110","1971","Indiana","18","Newton","111","Newton, IN",1846
"G1801130","1971","Indiana","18","Noble","113","Noble, IN",7148
"G1801150","1971","Indiana","18","Ohio","115","Ohio, IN",316
"G1801170","1971","Indiana","18","Orange","117","Orange, IN",3426
"G1801190","1971","Indiana","18","Owen","119","Owen, IN",848
"G1801210","1971","Indiana","18","Parke","121","Parke, IN",1604
"G1801230","1971","Indiana","18","Perry","123","Perry, IN",4734
"G1801250","1971","Indiana","18","Pike","125","Pike, IN",1117
"G1801270","1971","Indiana","18","Porter","127","Porter, IN",21148
"G1801290","1971","Indiana","18","Posey","129","Posey, IN",4185
"G1801310","1971","Indiana","18","Pulaski","131","Pulaski, IN",1653
"G1801330","1971","Indiana","18","Putnam","133","Putnam, IN",4188
"G1801350","1971","Indiana","18","Randolph","135","Randolph, IN",7227
"G1801370","1971","Indiana","18","Ripley","137","Ripley, IN",4384
"G1801390","1971","Indiana","18","Rush","139","Rush, IN",2769
"G1801410","1971","Indiana","18","St Joseph","141","St. Joseph, IN",74302
"G1801430","1971","Indiana","18","Scott","143","Scott, IN",2774
"G1801450","1971","Indiana","18","Shelby","145","Shelby, IN",7089
"G1801470","1971","Indiana","18","Spencer","147","Spencer, IN",2345
"G1801490","1971","Indiana","18","Starke","149","Starke, IN",2199
"G1801510","1971","Indiana","18","Steuben","151","Steuben, IN",3988
"G1801530","1971","Indiana","18","Sullivan","153","Sullivan, IN",2995
"G1801550","1971","Indiana","18","Switzerland","155","Switzerland, IN",637
"G1801570","1971","Indiana","18","Tippecanoe","157","Tippecanoe, IN",29417
"G1801590","1971","Indiana","18","Tipton","159","Tipton, IN",2328
"G1801610","1971","Indiana","18","Union","161","Union, IN",673
"G1801630","1971","Indiana","18","Vanderburgh","163","Vanderburgh, IN",63315
"G1801650","1971","Indiana","18","Vermillion","165","Vermillion, IN",1933
"G1801670","1971","Indiana","18","Vigo","167","Vigo, IN",34746
"G1801690","1971","Indiana","18","Wabash","169","Wabash, IN",10356
"G1801710","1971","Indiana","18","Warren","171","Warren, IN",916
"G1801730","1971","Indiana","18","Warrick","173","Warrick, IN",6475
"G1801750","1971","Indiana","18","Washington","175","Washington, IN",3294
"G1801770","1971","Indiana","18","Wayne","177","Wayne, IN",23831
"G1801790","1971","Indiana","18","Wells","179","Wells, IN",5223
"G1801810","1971","Indiana","18","White","181","White, IN",4281
"G1801830","1971","Indiana","18","Whitley","183","Whitley, IN",4652
"G1809990","1971","Indiana","18","Remainder of Indiana","999","Indiana Statewide No Fixed Loc",17157
"G1900010","1971","Iowa","19","Adair","001","Adair, IA",1089
"G1900030","1971","Iowa","19","Adams","003","Adams, IA",698
"G1900050","1971","Iowa","19","Allamakee","005","Allamakee, IA",2351
"G1900070","1971","Iowa","19","Appanoose","007","Appanoose, IA",2590
"G1900090","1971","Iowa","19","Audubon","009","Audubon, IA",1208
"G1900110","1971","Iowa","19","Benton","011","Benton, IA",2499
"G1900130","1971","Iowa","19","Black Hawk","013","Black Hawk, IA",39723
"G1900150","1971","Iowa","19","Boone","015","Boone, IA",3893
"G1900170","1971","Iowa","19","Bremer","017","Bremer, IA",4324
"G1900190","1971","Iowa","19","Buchanan","019","Buchanan, IA",1805
"G1900210","1971","Iowa","19","Buena Vista","021","Buena Vista, IA",3791
"G1900230","1971","Iowa","19","Butler","023","Butler, IA",1348
"G1900250","1971","Iowa","19","Calhoun","025","Calhoun, IA",1643
"G1900270","1971","Iowa","19","Carroll","027","Carroll, IA",3974
"G1900290","1971","Iowa","19","Cass","029","Cass, IA",3110
"G1900310","1971","Iowa","19","Cedar","031","Cedar, IA",1945
"G1900330","1971","Iowa","19","Cerro Gordo","033","Cerro Gordo, IA",14348
"G1900350","1971","Iowa","19","Cherokee","035","Cherokee, IA",3292
"G1900370","1971","Iowa","19","Chickasaw","037","Chickasaw, IA",1789
"G1900390","1971","Iowa","19","Clarke","039","Clarke, IA",1157
"G1900410","1971","Iowa","19","Clay","041","Clay, IA",3856
"G1900430","1971","Iowa","19","Clayton","043","Clayton, IA",2721
"G1900450","1971","Iowa","19","Clinton","045","Clinton, IA",15429
"G1900470","1971","Iowa","19","Crawford","047","Crawford, IA",3417
"G1900490","1971","Iowa","19","Dallas","049","Dallas, IA",3751
"G1900510","1971","Iowa","19","Davis","051","Davis, IA",818
"G1900530","1971","Iowa","19","Decatur","053","Decatur, IA",1457
"G1900550","1971","Iowa","19","Delaware","055","Delaware, IA",1939
"G1900570","1971","Iowa","19","Des Moines","057","Des Moines, IA",17658
"G1900590","1971","Iowa","19","Dickinson","059","Dickinson, IA",2273
"G1900610","1971","Iowa","19","Dubuque","061","Dubuque, IA",29290
"G1900630","1971","Iowa","19","Emmet","063","Emmet, IA",3170
"G1900650","1971","Iowa","19","Fayette","065","Fayette, IA",3884
"G1900670","1971","Iowa","19","Floyd","067","Floyd, IA",4146
"G1900690","1971","Iowa","19","Franklin","069","Franklin, IA",1761
"G1900710","1971","Iowa","19","Fremont","071","Fremont, IA",917
"G1900730","1971","Iowa","19","Greene","073","Greene, IA",1633
"G1900750","1971","Iowa","19","Grundy","075","Grundy, IA",1744
"G1900770","1971","Iowa","19","Guthrie","077","Guthrie, IA",1105
"G1900790","1971","Iowa","19","Hamilton","079","Hamilton, IA",3434
"G1900810","1971","Iowa","19","Hancock","081","Hancock, IA",1369
"G1900830","1971","Iowa","19","Hardin","083","Hardin, IA",3896
"G1900850","1971","Iowa","19","Harrison","085","Harrison, IA",1713
"G1900870","1971","Iowa","19","Henry","087","Henry, IA",3050
"G1900890","1971","Iowa","19","Howard","089","Howard, IA",1139
"G1900910","1971","Iowa","19","Humboldt","091","Humboldt, IA",1865
"G1900930","1971","Iowa","19","Ida","093","Ida, IA",1430
"G1900950","1971","Iowa","19","Iowa","095","Iowa, IA",3917
"G1900970","1971","Iowa","19","Jackson","097","Jackson, IA",2827
"G1900990","1971","Iowa","19","Jasper","099","Jasper, IA",8854
"G1901010","1971","Iowa","19","Jefferson","101","Jefferson, IA",3629
"G1901030","1971","Iowa","19","Johnson","103","Johnson, IA",13463
"G1901050","1971","Iowa","19","Jones","105","Jones, IA",2604
"G1901070","1971","Iowa","19","Keokuk","107","Keokuk, IA",1306
"G1901090","1971","Iowa","19","Kossuth","109","Kossuth, IA",3163
"G1901110","1971","Iowa","19","Lee","111","Lee, IA",11850
"G1901130","1971","Iowa","19","Linn","113","Linn, IA",54173
"G1901150","1971","Iowa","19","Louisa","115","Louisa, IA",1258
"G1901170","1971","Iowa","19","Lucas","117","Lucas, IA",2102
"G1901190","1971","Iowa","19","Lyon","119","Lyon, IA",1149
"G1901210","1971","Iowa","19","Madison","121","Madison, IA",1319
"G1901230","1971","Iowa","19","Mahaska","123","Mahaska, IA",4464
"G1901250","1971","Iowa","19","Marion","125","Marion, IA",4381
"G1901270","1971","Iowa","19","Marshall","127","Marshall, IA",11416
"G1901290","1971","Iowa","19","Mills","129","Mills, IA",1465
"G1901310","1971","Iowa","19","Mitchell","131","Mitchell, IA",1539
"G1901330","1971","Iowa","19","Monona","133","Monona, IA",1302
"G1901350","1971","Iowa","19","Monroe","135","Monroe, IA",1078
"G1901370","1971","Iowa","19","Montgomery","137","Montgomery, IA",2730
"G1901390","1971","Iowa","19","Muscatine","139","Muscatine, IA",10054
"G1901410","1971","Iowa","19","O Brien","141","OBrien, IA",2612
"G1901430","1971","Iowa","19","Osceola","143","Osceola, IA",1104
"G1901450","1971","Iowa","19","Page","145","Page, IA",3647
"G1901470","1971","Iowa","19","Palo Alto","147","Palo Alto, IA",1740
"G1901490","1971","Iowa","19","Plymouth","149","Plymouth, IA",3348
"G1901510","1971","Iowa","19","Pocahontas","151","Pocahontas, IA",1748
"G1901530","1971","Iowa","19","Polk","153","Polk, IA",111875
"G1901550","1971","Iowa","19","Pottawattamie","155","Pottawattamie, IA",14123
"G1901570","1971","Iowa","19","Poweshiek","157","Poweshiek, IA",3922
"G1901590","1971","Iowa","19","Ringgold","159","Ringgold, IA",524
"G1901610","1971","Iowa","19","Sac","161","Sac, IA",2103
"G1901630","1971","Iowa","19","Scott","163","Scott, IA",42734
"G1901650","1971","Iowa","19","Shelby","165","Shelby, IA",2434
"G1901670","1971","Iowa","19","Sioux","167","Sioux, IA",4355
"G1901690","1971","Iowa","19","Story","169","Story, IA",9622
"G1901710","1971","Iowa","19","Tama","171","Tama, IA",2150
"G1901730","1971","Iowa","19","Taylor","173","Taylor, IA",1045
"G1901750","1971","Iowa","19","Union","175","Union, IA",2389
"G1901770","1971","Iowa","19","Van Buren","177","Van Buren, IA",742
"G1901790","1971","Iowa","19","Wapello","179","Wapello, IA",11721
"G1901810","1971","Iowa","19","Warren","181","Warren, IA",2378
"G1901830","1971","Iowa","19","Washington","183","Washington, IA",3054
"G1901850","1971","Iowa","19","Wayne","185","Wayne, IA",885
"G1901870","1971","Iowa","19","Webster","187","Webster, IA",14584
"G1901890","1971","Iowa","19","Winnebago","189","Winnebago, IA",4057
"G1901910","1971","Iowa","19","Winneshiek","191","Winneshiek, IA",3078
"G1901930","1971","Iowa","19","Woodbury","193","Woodbury, IA",31181
"G1901950","1971","Iowa","19","Worth","195","Worth, IA",643
"G1901970","1971","Iowa","19","Wright","197","Wright, IA",2988
"G1909990","1971","Iowa","19","Remainder of Iowa","999","Iowa Statewide No Fixed Loc",8156
"G2000010","1971","Kansas","20","Allen","001","Allen, KS",2698
"G2000030","1971","Kansas","20","Anderson","003","Anderson, KS",901
"G2000050","1971","Kansas","20","Atchison","005","Atchison, KS",4846
"G2000070","1971","Kansas","20","Barber","007","Barber, KS",1213
"G2000090","1971","Kansas","20","Barton","009","Barton, KS",7894
"G2000110","1971","Kansas","20","Bourbon","011","Bourbon, KS",4232
"G2000130","1971","Kansas","20","Brown","013","Brown, KS",1753
"G2000150","1971","Kansas","20","Butler","015","Butler, KS",6156
"G2000170","1971","Kansas","20","Chase","017","Chase, KS",319
"G2000190","1971","Kansas","20","Chautauqua","019","Chautauqua, KS",494
"G2000210","1971","Kansas","20","Cherokee","021","Cherokee, KS",3270
"G2000230","1971","Kansas","20","Cheyenne","023","Cheyenne, KS",475
"G2000250","1971","Kansas","20","Clark","025","Clark, KS",401
"G2000270","1971","Kansas","20","Clay","027","Clay, KS",1499
"G2000290","1971","Kansas","20","Cloud","029","Cloud, KS",2565
"G2000310","1971","Kansas","20","Coffey","031","Coffey, KS",752
"G2000330","1971","Kansas","20","Comanche","033","Comanche, KS",323
"G2000350","1971","Kansas","20","Cowley","035","Cowley, KS",6881
"G2000370","1971","Kansas","20","Crawford","037","Crawford, KS",7310
"G2000390","1971","Kansas","20","Decatur","039","Decatur, KS",628
"G2000410","1971","Kansas","20","Dickinson","041","Dickinson, KS",3146
"G2000430","1971","Kansas","20","Doniphan","043","Doniphan, KS",567
"G2000450","1971","Kansas","20","Douglas","045","Douglas, KS",10580
"G2000470","1971","Kansas","20","Edwards","047","Edwards, KS",1140
"G2000490","1971","Kansas","20","Elk","049","Elk, KS",225
"G2000510","1971","Kansas","20","Ellis","051","Ellis, KS",4902
"G2000530","1971","Kansas","20","Ellsworth","053","Ellsworth, KS",1321
"G2000550","1971","Kansas","20","Finney","055","Finney, KS",4269
"G2000570","1971","Kansas","20","Ford","057","Ford, KS",5564
"G2000590","1971","Kansas","20","Franklin","059","Franklin, KS",3245
"G2000610","1971","Kansas","20","Geary","061","Geary, KS",3716
"G2000630","1971","Kansas","20","Gove","063","Gove, KS",463
"G2000650","1971","Kansas","20","Graham","065","Graham, KS",649
"G2000670","1971","Kansas","20","Grant","067","Grant, KS",1390
"G2000690","1971","Kansas","20","Gray","069","Gray, KS",629
"G2000710","1971","Kansas","20","Greeley","071","Greeley, KS",186
"G2000730","1971","Kansas","20","Greenwood","073","Greenwood, KS",1071
"G2000750","1971","Kansas","20","Hamilton","075","Hamilton, KS",463
"G2000770","1971","Kansas","20","Harper","077","Harper, KS",1218
"G2000790","1971","Kansas","20","Harvey","079","Harvey, KS",7549
"G2000810","1971","Kansas","20","Haskell","081","Haskell, KS",486
"G2000830","1971","Kansas","20","Hodgeman","083","Hodgeman, KS",195
"G2000850","1971","Kansas","20","Jackson","085","Jackson, KS",1497
"G2000870","1971","Kansas","20","Jefferson","087","Jefferson, KS",990
"G2000890","1971","Kansas","20","Jewell","089","Jewell, KS",441
"G2000910","1971","Kansas","20","Johnson","091","Johnson, KS",40238
"G2000930","1971","Kansas","20","Kearny","093","Kearny, KS",404
"G2000950","1971","Kansas","20","Kingman","095","Kingman, KS",1385
"G2000970","1971","Kansas","20","Kiowa","097","Kiowa, KS",767
"G2000990","1971","Kansas","20","Labette","099","Labette, KS",6348
"G2001010","1971","Kansas","20","Lane","101","Lane, KS",288
"G2001030","1971","Kansas","20","Leavenworth","103","Leavenworth, KS",5615
"G2001050","1971","Kansas","20","Lincoln","105","Lincoln, KS",588
"G2001070","1971","Kansas","20","Linn","107","Linn, KS",1248
"G2001090","1971","Kansas","20","Logan","109","Logan, KS",548
"G2001110","1971","Kansas","20","Lyon","111","Lyon, KS",6808
"G2001130","1971","Kansas","20","McPherson","113","McPherson, KS",5769
"G2001150","1971","Kansas","20","Marion","115","Marion, KS",1812
"G2001170","1971","Kansas","20","Marshall","117","Marshall, KS",1796
"G2001190","1971","Kansas","20","Meade","119","Meade, KS",649
"G2001210","1971","Kansas","20","Miami","121","Miami, KS",2670
"G2001230","1971","Kansas","20","Mitchell","123","Mitchell, KS",1336
"G2001250","1971","Kansas","20","Montgomery","125","Montgomery, KS",9725
"G2001270","1971","Kansas","20","Morris","127","Morris, KS",699
"G2001290","1971","Kansas","20","Morton","129","Morton, KS",598
"G2001310","1971","Kansas","20","Nemaha","131","Nemaha, KS",1410
"G2001330","1971","Kansas","20","Neosho","133","Neosho, KS",3851
"G2001350","1971","Kansas","20","Ness","135","Ness, KS",582
"G2001370","1971","Kansas","20","Norton","137","Norton, KS",1078
"G2001390","1971","Kansas","20","Osage","139","Osage, KS",1193
"G2001410","1971","Kansas","20","Osborne","141","Osborne, KS",1030
"G2001430","1971","Kansas","20","Ottawa","143","Ottawa, KS",933
"G2001450","1971","Kansas","20","Pawnee","145","Pawnee, KS",1182
"G2001470","1971","Kansas","20","Phillips","147","Phillips, KS",1332
"G2001490","1971","Kansas","20","Pottawatomie","149","Pottawatomie, KS",1144
"G2001510","1971","Kansas","20","Pratt","151","Pratt, KS",1960
"G2001530","1971","Kansas","20","Rawlins","153","Rawlins, KS",500
"G2001550","1971","Kansas","20","Reno","155","Reno, KS",16341
"G2001570","1971","Kansas","20","Republic","157","Republic, KS",1283
"G2001590","1971","Kansas","20","Rice","159","Rice, KS",2179
"G2001610","1971","Kansas","20","Riley","161","Riley, KS",7345
"G2001630","1971","Kansas","20","Rooks","163","Rooks, KS",1275
"G2001650","1971","Kansas","20","Rush","165","Rush, KS",618
"G2001670","1971","Kansas","20","Russell","167","Russell, KS",1767
"G2001690","1971","Kansas","20","Saline","169","Saline, KS",12881
"G2001710","1971","Kansas","20","Scott","171","Scott, KS",905
"G2001730","1971","Kansas","20","Sedgwick","173","Sedgwick, KS",105624
"G2001750","1971","Kansas","20","Seward","175","Seward, KS",4692
"G2001770","1971","Kansas","20","Shawnee","177","Shawnee, KS",44036
"G2001790","1971","Kansas","20","Sheridan","179","Sheridan, KS",390
"G2001810","1971","Kansas","20","Sherman","181","Sherman, KS",1607
"G2001830","1971","Kansas","20","Smith","183","Smith, KS",801
"G2001850","1971","Kansas","20","Stafford","185","Stafford, KS",943
"G2001870","1971","Kansas","20","Stanton","187","Stanton, KS",226
"G2001890","1971","Kansas","20","Stevens","189","Stevens, KS",676
"G2001910","1971","Kansas","20","Sumner","191","Sumner, KS",2919
"G2001930","1971","Kansas","20","Thomas","193","Thomas, KS",1283
"G2001950","1971","Kansas","20","Trego","195","Trego, KS",624
"G2001970","1971","Kansas","20","Wabaunsee","197","Wabaunsee, KS",525
"G2001990","1971","Kansas","20","Wallace","199","Wallace, KS",172
"G2002010","1971","Kansas","20","Washington","201","Washington, KS",925
"G2002030","1971","Kansas","20","Wichita","203","Wichita, KS",787
"G2002050","1971","Kansas","20","Wilson","205","Wilson, KS",1758
"G2002070","1971","Kansas","20","Woodson","207","Woodson, KS",507
"G2002090","1971","Kansas","20","Wyandotte","209","Wyandotte, KS",53289
"G2009990","1971","Kansas","20","Remainder of Kansas","999","Kansas Statewide No Fixed Loc",5997
"G2100010","1971","Kentucky","21","Adair","001","Adair, KY",1268
"G2100030","1971","Kentucky","21","Allen","003","Allen, KY",1714
"G2100050","1971","Kentucky","21","Anderson","005","Anderson, KY",1489
"G2100070","1971","Kentucky","21","Ballard","007","Ballard, KY",934
"G2100090","1971","Kentucky","21","Barren","009","Barren, KY",6754
"G2100110","1971","Kentucky","21","Bath","011","Bath, KY",630
"G2100130","1971","Kentucky","21","Bell","013","Bell, KY",5480
"G2100150","1971","Kentucky","21","Boone","015","Boone, KY",6121
"G2100170","1971","Kentucky","21","Bourbon","017","Bourbon, KY",2639
"G2100190","1971","Kentucky","21","Boyd","019","Boyd, KY",18746
"G2100210","1971","Kentucky","21","Boyle","021","Boyle, KY",6408
"G2100230","1971","Kentucky","21","Bracken","023","Bracken, KY",538
"G2100250","1971","Kentucky","21","Breathitt","025","Breathitt, KY",1018
"G2100270","1971","Kentucky","21","Breckinridge","027","Breckinridge, KY",1125
"G2100290","1971","Kentucky","21","Bullitt","029","Bullitt, KY",1557
"G2100310","1971","Kentucky","21","Butler","031","Butler, KY",1411
"G2100330","1971","Kentucky","21","Caldwell","033","Caldwell, KY",2644
"G2100350","1971","Kentucky","21","Calloway","035","Calloway, KY",3878
"G2100370","1971","Kentucky","21","Campbell","037","Campbell, KY",11280
"G2100390","1971","Kentucky","21","Carlisle","039","Carlisle, KY",445
"G2100410","1971","Kentucky","21","Carroll","041","Carroll, KY",2066
"G2100430","1971","Kentucky","21","Carter","043","Carter, KY",2233
"G2100450","1971","Kentucky","21","Casey","045","Casey, KY",1205
"G2100470","1971","Kentucky","21","Christian","047","Christian, KY",9699
"G2100490","1971","Kentucky","21","Clark","049","Clark, KY",6568
"G2100510","1971","Kentucky","21","Clay","051","Clay, KY",1608
"G2100530","1971","Kentucky","21","Clinton","053","Clinton, KY",797
"G2100550","1971","Kentucky","21","Crittenden","055","Crittenden, KY",971
"G2100570","1971","Kentucky","21","Cumberland","057","Cumberland, KY",688
"G2100590","1971","Kentucky","21","Daviess","059","Daviess, KY",22418
"G2100610","1971","Kentucky","21","Edmonson","061","Edmonson, KY",639
"G2100630","1971","Kentucky","21","Elliott","063","Elliott, KY",170
"G2100650","1971","Kentucky","21","Estill","065","Estill, KY",730
"G2100670","1971","Kentucky","21","Fayette","067","Fayette, KY",59510
"G2100690","1971","Kentucky","21","Fleming","069","Fleming, KY",1295
"G2100710","1971","Kentucky","21","Floyd","071","Floyd, KY",6273
"G2100730","1971","Kentucky","21","Franklin","073","Franklin, KY",8416
"G2100750","1971","Kentucky","21","Fulton","075","Fulton, KY",2121
"G2100770","1971","Kentucky","21","Gallatin","077","Gallatin, KY",235
"G2100790","1971","Kentucky","21","Garrard","079","Garrard, KY",1065
"G2100810","1971","Kentucky","21","Grant","081","Grant, KY",1275
"G2100830","1971","Kentucky","21","Graves","083","Graves, KY",6127
"G2100850","1971","Kentucky","21","Grayson","085","Grayson, KY",1729
"G2100870","1971","Kentucky","21","Green","087","Green, KY",989
"G2100890","1971","Kentucky","21","Greenup","089","Greenup, KY",1690
"G2100910","1971","Kentucky","21","Hancock","091","Hancock, KY",2305
"G2100930","1971","Kentucky","21","Hardin","093","Hardin, KY",7596
"G2100950","1971","Kentucky","21","Harlan","095","Harlan, KY",6161
"G2100970","1971","Kentucky","21","Harrison","097","Harrison, KY",3015
"G2100990","1971","Kentucky","21","Hart","099","Hart, KY",1501
"G2101010","1971","Kentucky","21","Henderson","101","Henderson, KY",7740
"G2101030","1971","Kentucky","21","Henry","103","Henry, KY",984
"G2101050","1971","Kentucky","21","Hickman","105","Hickman, KY",746
"G2101070","1971","Kentucky","21","Hopkins","107","Hopkins, KY",10436
"G2101090","1971","Kentucky","21","Jackson","109","Jackson, KY",411
"G2101110","1971","Kentucky","21","Jefferson","111","Jefferson, KY",244602
"G2101130","1971","Kentucky","21","Jessamine","113","Jessamine, KY",1590
"G2101150","1971","Kentucky","21","Johnson","115","Johnson, KY",3307
"G2101170","1971","Kentucky","21","Kenton","117","Kenton, KY",19840
"G2101190","1971","Kentucky","21","Knott","119","Knott, KY",691
"G2101210","1971","Kentucky","21","Knox","121","Knox, KY",2599
"G2101230","1971","Kentucky","21","Larue","123","Larue, KY",905
"G2101250","1971","Kentucky","21","Laurel","125","Laurel, KY",3852
"G2101270","1971","Kentucky","21","Lawrence","127","Lawrence, KY",1268
"G2101290","1971","Kentucky","21","Lee","129","Lee, KY",621
"G2101310","1971","Kentucky","21","Leslie","131","Leslie, KY",727
"G2101330","1971","Kentucky","21","Letcher","133","Letcher, KY",4027
"G2101350","1971","Kentucky","21","Lewis","135","Lewis, KY",1106
"G2101370","1971","Kentucky","21","Lincoln","137","Lincoln, KY",1170
"G2101390","1971","Kentucky","21","Livingston","139","Livingston, KY",876
"G2101410","1971","Kentucky","21","Logan","141","Logan, KY",4514
"G2101430","1971","Kentucky","21","Lyon","143","Lyon, KY",240
"G2101450","1971","Kentucky","21","McCracken","145","McCracken, KY",17250
"G2101470","1971","Kentucky","21","McCreary","147","McCreary, KY",900
"G2101490","1971","Kentucky","21","McLean","149","McLean, KY",609
"G2101510","1971","Kentucky","21","Madison","151","Madison, KY",7514
"G2101530","1971","Kentucky","21","Magoffin","153","Magoffin, KY",391
"G2101550","1971","Kentucky","21","Marion","155","Marion, KY",1875
"G2101570","1971","Kentucky","21","Marshall","157","Marshall, KY",4916
"G2101590","1971","Kentucky","21","Martin","159","Martin, KY",594
"G2101610","1971","Kentucky","21","Mason","161","Mason, KY",4139
"G2101630","1971","Kentucky","21","Meade","163","Meade, KY",1263
"G2101650","1971","Kentucky","21","Menifee","165","Menifee, KY",92
"G2101670","1971","Kentucky","21","Mercer","167","Mercer, KY",3265
"G2101690","1971","Kentucky","21","Metcalfe","169","Metcalfe, KY",620
"G2101710","1971","Kentucky","21","Monroe","171","Monroe, KY",1249
"G2101730","1971","Kentucky","21","Montgomery","173","Montgomery, KY",4528
"G2101750","1971","Kentucky","21","Morgan","175","Morgan, KY",785
"G2101770","1971","Kentucky","21","Muhlenberg","177","Muhlenberg, KY",5173
"G2101790","1971","Kentucky","21","Nelson","179","Nelson, KY",3491
"G2101810","1971","Kentucky","21","Nicholas","181","Nicholas, KY",1028
"G2101830","1971","Kentucky","21","Ohio","183","Ohio, KY",2704
"G2101850","1971","Kentucky","21","Oldham","185","Oldham, KY",1421
"G2101870","1971","Kentucky","21","Owen","187","Owen, KY",450
"G2101890","1971","Kentucky","21","Owsley","189","Owsley, KY",70
"G2101910","1971","Kentucky","21","Pendleton","191","Pendleton, KY",1225
"G2101930","1971","Kentucky","21","Perry","193","Perry, KY",5726
"G2101950","1971","Kentucky","21","Pike","195","Pike, KY",10536
"G2101970","1971","Kentucky","21","Powell","197","Powell, KY",455
"G2101990","1971","Kentucky","21","Pulaski","199","Pulaski, KY",6688
"G2102010","1971","Kentucky","21","Robertson","201","Robertson, KY",54
"G2102030","1971","Kentucky","21","Rockcastle","203","Rockcastle, KY",526
"G2102050","1971","Kentucky","21","Rowan","205","Rowan, KY",2075
"G2102070","1971","Kentucky","21","Russell","207","Russell, KY",1423
"G2102090","1971","Kentucky","21","Scott","209","Scott, KY",2958
"G2102110","1971","Kentucky","21","Shelby","211","Shelby, KY",3252
