GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,CA8001
"G0200600","1971","Alaska","02","Bristol Bay Borough","060","Bristol Bay, AK",40
"G0200700","1971","Alaska","02","Dillingham","070","Dillingham (Bristol Bay), AK",68
"G0200800","1971","Alaska","02","Cordova-McCarthy","080","Cordova-McCarthy, AK",73
"G0200900","1971","Alaska","02","Fairbanks North Star","090","Fairbanks North Star, AK",6140
"G0201000","1971","Alaska","02","Haines","100","Haines, AK",204
"G0201100","1971","Alaska","02","Juneau","110","Juneau, AK",2213
"G0201200","1971","Alaska","02","Kenai-Cook Inlet","120","Kenai-Cook Inlet, AK",1302
"G0201300","1971","Alaska","02","Ketchikan Gateway","130","Ketchikan Gateway, AK",3284
"G0201400","1971","Alaska","02","Kobuk","140","Kobuk, AK",87
"G0201500","1971","Alaska","02","Kodiak Island","150","Kodiak Island, AK",1247
"G0201600","1971","Alaska","02","Kuskokwim","160","Kuskokwim, AK",27
"G0201700","1971","Alaska","02","Matanuska-Susitna","170","Matanuska Susitna, AK",816
"G0201800","1971","Alaska","02","Nome","180","Nome, AK",258
"G0201900","1971","Alaska","02","Outer Ketchikan","190","Outer Ketchikan, AK",154
"G0202000","1971","Alaska","02","Prince Of Wales","200","Prince of Wales, AK",0
"G0202100","1971","Alaska","02","Seward","210","Seward, AK",230
"G0202200","1971","Alaska","02","Sitka","220","Sitka, AK",1141
"G0202300","1971","Alaska","02","Skagway-Yakutat","230","Skagway-Yakutat, AK",144
"G0202400","1971","Alaska","02","Southeast Fairbanks","240","Southeast Fairbanks, AK",54
"G0202500","1971","Alaska","02","Upper Yukon","250","Upper Yukon, AK",0
"G0202600","1971","Alaska","02","Valdez-Chitina-Whittier","260","Valdez-Chitina-Whittier, AK",104
"G0202700","1971","Alaska","02","Wade Hampton","270","Wade Hampton, AK",20
"G0202800","1971","Alaska","02","Wrangell-Petersburg","280","Wrangel-Petersburg, AK",814
"G0202900","1971","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk, AK",470
"G0209990","1971","Alaska","02","Remainder of Alaska","999","Alaska Statewide No Fixed Loc",4398
"G0400010","1971","Arizona","04","Apache","001","Apache, AZ",3979
"G0400030","1971","Arizona","04","Cochise","003","Cochise, AZ",9715
"G0400050","1971","Arizona","04","Coconino","005","Coconino, AZ",9378
"G0400070","1971","Arizona","04","Gila","007","Gila, AZ",8115
"G0400090","1971","Arizona","04","Graham","009","Graham, AZ",1821
"G0400110","1971","Arizona","04","Greenlee","011","Greenlee, AZ",3373
"G0400130","1971","Arizona","04","Maricopa","013","Maricopa, AZ",279120
"G0400150","1971","Arizona","04","Mohave","015","Mohave, AZ",4802
"G0400170","1971","Arizona","04","Navajo","017","Navajo, AZ",5289
"G0400190","1971","Arizona","04","Pima","019","Pima, AZ",82197
"G0400210","1971","Arizona","04","Pinal","021","Pinal, AZ",13032
"G0400230","1971","Arizona","04","Santa Cruz","023","Santa Cruz, AZ",4018
"G0400250","1971","Arizona","04","Yavapai","025","Yavapai, AZ",5911
"G0400270","1971","Arizona","04","Yuma","027","Yuma, AZ",10817
"G0409990","1971","Arizona","04","Remainder of Arizona","999","Arizona Statewide No Fixed Loc",5969
"G0500010","1971","Arkansas","05","Arkansas","001","Arkansas, AR",5283
"G0500030","1971","Arkansas","05","Ashley","003","Ashley, AR",6646
"G0500050","1971","Arkansas","05","Baxter","005","Baxter, AR",3236
"G0500070","1971","Arkansas","05","Benton","007","Benton, AR",13959
"G0500090","1971","Arkansas","05","Boone","009","Boone, AR",4647
"G0500110","1971","Arkansas","05","Bradley","011","Bradley, AR",2906
"G0500130","1971","Arkansas","05","Calhoun","013","Calhoun, AR",1069
"G0500150","1971","Arkansas","05","Carroll","015","Carroll, AR",2330
"G0500170","1971","Arkansas","05","Chicot","017","Chicot, AR",2204
"G0500190","1971","Arkansas","05","Clark","019","Clark, AR",4264
"G0500210","1971","Arkansas","05","Clay","021","Clay, AR",2393
"G0500230","1971","Arkansas","05","Cleburne","023","Cleburne, AR",1304
"G0500250","1971","Arkansas","05","Cleveland","025","Cleveland, AR",424
"G0500270","1971","Arkansas","05","Columbia","027","Columbia, AR",4854
"G0500290","1971","Arkansas","05","Conway","029","Conway, AR",3319
"G0500310","1971","Arkansas","05","Craighead","031","Craighead, AR",12377
"G0500330","1971","Arkansas","05","Crawford","033","Crawford, AR",2780
"G0500350","1971","Arkansas","05","Crittenden","035","Crittenden, AR",6724
"G0500370","1971","Arkansas","05","Cross","037","Cross, AR",2927
"G0500390","1971","Arkansas","05","Dallas","039","Dallas, AR",2137
"G0500410","1971","Arkansas","05","Desha","041","Desha, AR",3127
"G0500430","1971","Arkansas","05","Drew","043","Drew, AR",3082
"G0500450","1971","Arkansas","05","Faulkner","045","Faulkner, AR",5699
"G0500470","1971","Arkansas","05","Franklin","047","Franklin, AR",1211
"G0500490","1971","Arkansas","05","Fulton","049","Fulton, AR",593
"G0500510","1971","Arkansas","05","Garland","051","Garland, AR",15195
"G0500530","1971","Arkansas","05","Grant","053","Grant, AR",1293
"G0500550","1971","Arkansas","05","Greene","055","Greene, AR",5634
"G0500570","1971","Arkansas","05","Hempstead","057","Hempstead, AR",3573
"G0500590","1971","Arkansas","05","Hot Spring","059","Hot Spring, AR",3845
"G0500610","1971","Arkansas","05","Howard","061","Howard, AR",2786
"G0500630","1971","Arkansas","05","Independence","063","Independence, AR",4794
"G0500650","1971","Arkansas","05","Izard","065","Izard, AR",852
"G0500670","1971","Arkansas","05","Jackson","067","Jackson, AR",3974
"G0500690","1971","Arkansas","05","Jefferson","069","Jefferson, AR",16901
"G0500710","1971","Arkansas","05","Johnson","071","Johnson, AR",2015
"G0500730","1971","Arkansas","05","Lafayette","073","Lafayette, AR",1421
"G0500750","1971","Arkansas","05","Lawrence","075","Lawrence, AR",1783
"G0500770","1971","Arkansas","05","Lee","077","Lee, AR",1401
"G0500790","1971","Arkansas","05","Lincoln","079","Lincoln, AR",829
"G0500810","1971","Arkansas","05","Little River","081","Little River, AR",2411
"G0500830","1971","Arkansas","05","Logan","083","Logan, AR",2339
"G0500850","1971","Arkansas","05","Lonoke","085","Lonoke, AR",3359
"G0500870","1971","Arkansas","05","Madison","087","Madison, AR",525
"G0500890","1971","Arkansas","05","Marion","089","Marion, AR",511
"G0500910","1971","Arkansas","05","Miller","091","Miller, AR",6108
"G0500930","1971","Arkansas","05","Mississippi","093","Mississippi, AR",10591
"G0500950","1971","Arkansas","05","Monroe","095","Monroe, AR",1641
"G0500970","1971","Arkansas","05","Montgomery","097","Montgomery, AR",523
"G0500990","1971","Arkansas","05","Nevada","099","Nevada, AR",1228
"G0501010","1971","Arkansas","05","Newton","101","Newton, AR",186
"G0501030","1971","Arkansas","05","Ouachita","103","Ouachita, AR",7184
"G0501050","1971","Arkansas","05","Perry","105","Perry, AR",219
"G0501070","1971","Arkansas","05","Phillips","107","Phillips, AR",5978
"G0501090","1971","Arkansas","05","Pike","109","Pike, AR",1408
"G0501110","1971","Arkansas","05","Poinsett","111","Poinsett, AR",4467
"G0501130","1971","Arkansas","05","Polk","113","Polk, AR",2844
"G0501150","1971","Arkansas","05","Pope","115","Pope, AR",6506
"G0501170","1971","Arkansas","05","Prairie","117","Prairie, AR",1048
"G0501190","1971","Arkansas","05","Pulaski","119","Pulaski, AR",92247
"G0501210","1971","Arkansas","05","Randolph","121","Randolph, AR",2027
"G0501230","1971","Arkansas","05","St Francis","123","St. Francis, AR",6758
"G0501250","1971","Arkansas","05","Saline","125","Saline, AR",6755
"G0501270","1971","Arkansas","05","Scott","127","Scott, AR",1206
"G0501290","1971","Arkansas","05","Searcy","129","Searcy, AR",780
"G0501310","1971","Arkansas","05","Sebastian","131","Sebastian, AR",32826
"G0501330","1971","Arkansas","05","Sevier","133","Sevier, AR",2765
"G0501350","1971","Arkansas","05","Sharp","135","Sharp, AR",738
"G0501370","1971","Arkansas","05","Stone","137","Stone, AR",348
"G0501390","1971","Arkansas","05","Union","139","Union, AR",11562
"G0501410","1971","Arkansas","05","Van Buren","141","Van Buren, AR",817
"G0501430","1971","Arkansas","05","Washington","143","Washington, AR",19027
"G0501450","1971","Arkansas","05","White","145","White, AR",6157
"G0501470","1971","Arkansas","05","Woodruff","147","Woodruff, AR",1300
"G0501490","1971","Arkansas","05","Yell","149","Yell, AR",0
"G0509990","1971","Arkansas","05","Remainder of Arkansas","999","Arkansas Statewide No Fixed Loc",4393
"G0600010","1971","California","06","Alameda","001","Alameda, CA",286124
"G0600030","1971","California","06","Alpine","003","Alpine, CA",50
"G0600050","1971","California","06","Amador","005","Amador, CA",2015
"G0600070","1971","California","06","Butte","007","Butte, CA",16256
"G0600090","1971","California","06","Calaveras","009","Calaveras, CA",1745
"G0600110","1971","California","06","Colusa","011","Colusa, CA",1761
"G0600130","1971","California","06","Contra Costa","013","Contra Costa, CA",96133
"G0600150","1971","California","06","Del Norte","015","Del Norte, CA",2970
"G0600170","1971","California","06","El Dorado","017","El Dorado, CA",6498
"G0600190","1971","California","06","Fresno","019","Fresno, CA",86103
"G0600210","1971","California","06","Glenn","021","Glenn, CA",2860
"G0600230","1971","California","06","Humboldt","023","Humboldt, CA",21268
"G0600250","1971","California","06","Imperial","025","Imperial, CA",11824
"G0600270","1971","California","06","Inyo","027","Inyo, CA",3434
"G0600290","1971","California","06","Kern","029","Kern, CA",60729
"G0600310","1971","California","06","Kings","031","Kings, CA",8036
"G0600330","1971","California","06","Lake","033","Lake, CA",1899
"G0600350","1971","California","06","Lassen","035","Lassen, CA",1873
"G0600370","1971","California","06","Los Angeles","037","Los Angeles, CA",2349704
"G0600390","1971","California","06","Madera","039","Madera, CA",5008
"G0600410","1971","California","06","Marin","041","Marin, CA",30393
"G0600430","1971","California","06","Mariposa","043","Mariposa, CA",916
"G0600450","1971","California","06","Mendocino","045","Mendocino, CA",9862
"G0600470","1971","California","06","Merced","047","Merced, CA",13233
"G0600490","1971","California","06","Modoc","049","Modoc, CA",849
"G0600510","1971","California","06","Mono","051","Mono, CA",1333
"G0600530","1971","California","06","Monterey","053","Monterey, CA",40969
"G0600550","1971","California","06","Napa","055","Napa, CA",12772
"G0600570","1971","California","06","Nevada","057","Nevada, CA",3634
"G0600590","1971","California","06","Orange","059","Orange, CA",336344
"G0600610","1971","California","06","Placer","061","Placer, CA",12210
"G0600630","1971","California","06","Plumas","063","Plumas, CA",1817
"G0600650","1971","California","06","Riverside","065","Riverside, CA",87972
"G0600670","1971","California","06","Sacramento","067","Sacramento, CA",120397
"G0600690","1971","California","06","San Benito","069","San Benito, CA",3197
"G0600710","1971","California","06","San Bernardino","071","San Bernardino, CA",123251
"G0600730","1971","California","06","San Diego","073","San Diego, CA",292203
"G0600750","1971","California","06","San Francisco","075","San Francisco, CA",386349
"G0600770","1971","California","06","San Joaquin","077","San Joaquin, CA",58790
"G0600790","1971","California","06","San Luis Obispo","079","San Luis Obispo, CA",15738
"G0600810","1971","California","06","San Mateo","081","San Mateo, CA",150747
"G0600830","1971","California","06","Santa Barbara","083","Santa Barbara, CA",60388
"G0600850","1971","California","06","Santa Clara","085","Santa Clara, CA",302937
"G0600870","1971","California","06","Santa Cruz","087","Santa Cruz, CA",24546
"G0600890","1971","California","06","Shasta","089","Shasta, CA",14573
"G0600910","1971","California","06","Sierra","091","Sierra, CA",312
"G0600930","1971","California","06","Siskiyou","093","Siskiyou, CA",5498
"G0600950","1971","California","06","Solano","095","Solano, CA",22290
"G0600970","1971","California","06","Sonoma","097","Sonoma, CA",34609
"G0600990","1971","California","06","Stanislaus","099","Stanislaus, CA",40784
"G0601010","1971","California","06","Sutter","101","Sutter, CA",5436
"G0601030","1971","California","06","Tehama","103","Tehama, CA",5913
"G0601050","1971","California","06","Trinity","105","Trinity, CA",936
"G0601070","1971","California","06","Tulare","107","Tulare, CA",29411
"G0601090","1971","California","06","Tuolumne","109","Tuolumne, CA",3726
"G0601110","1971","California","06","Ventura","111","Ventura, CA",61068
"G0601130","1971","California","06","Yolo","113","Yolo, CA",13826
"G0601150","1971","California","06","Yuba","115","Yuba, CA",5877
"G0609990","1971","California","06","Remainder of California","999","California Statewide No Fixed Loc",41541
"G0800010","1971","Colorado","08","Adams","001","Adams, CO",22027
"G0800030","1971","Colorado","08","Alamosa","003","Alamosa, CO",2061
"G0800050","1971","Colorado","08","Arapahoe","005","Arapahoe, CO",33014
"G0800070","1971","Colorado","08","Archuleta","007","Archuleta, CO",503
"G0800090","1971","Colorado","08","Baca","009","Baca, CO",452
"G0800110","1971","Colorado","08","Bent","011","Bent, CO",402
"G0800130","1971","Colorado","08","Boulder","013","Boulder, CO",31713
"G0800150","1971","Colorado","08","Chaffee","015","Chaffee, CO",1451
"G0800170","1971","Colorado","08","Cheyenne","017","Cheyenne, CO",252
"G0800190","1971","Colorado","08","Clear Creek","019","Clear Creek, CO",1215
"G0800210","1971","Colorado","08","Conejos","021","Conejos, CO",572
"G0800230","1971","Colorado","08","Costilla","023","Costilla, CO",208
"G0800250","1971","Colorado","08","Crowley","025","Crowley, CO",318
"G0800270","1971","Colorado","08","Custer","027","Custer, CO",79
"G0800290","1971","Colorado","08","Delta","029","Delta, CO",1650
"G0800310","1971","Colorado","08","Denver","031","Denver, CO",255779
"G0800330","1971","Colorado","08","Dolores","033","Dolores, CO",280
"G0800350","1971","Colorado","08","Douglas","035","Douglas, CO",1066
"G0800370","1971","Colorado","08","Eagle","037","Eagle, CO",2734
"G0800390","1971","Colorado","08","Elbert","039","Elbert, CO",232
"G0800410","1971","Colorado","08","El Paso","041","El Paso, CO",46098
"G0800430","1971","Colorado","08","Fremont","043","Fremont, CO",3125
"G0800450","1971","Colorado","08","Garfield","045","Garfield, CO",3213
"G0800470","1971","Colorado","08","Gilpin","047","Gilpin, CO",114
"G0800490","1971","Colorado","08","Grand","049","Grand, CO",1108
"G0800510","1971","Colorado","08","Gunnison","051","Gunnison, CO",1328
"G0800530","1971","Colorado","08","Hinsdale","053","Hinsdale, CO",0
"G0800550","1971","Colorado","08","Huerfano","055","Huerfano, CO",724
"G0800570","1971","Colorado","08","Jackson","057","Jackson, CO",440
"G0800590","1971","Colorado","08","Jefferson","059","Jefferson, CO",46485
"G0800610","1971","Colorado","08","Kiowa","061","Kiowa, CO",157
"G0800630","1971","Colorado","08","Kit Carson","063","Kit Carson, CO",1013
"G0800650","1971","Colorado","08","Lake","065","Lake, CO",3916
"G0800670","1971","Colorado","08","La Plata","067","La Plata, CO",3673
"G0800690","1971","Colorado","08","Larimer","069","Larimer, CO",16868
"G0800710","1971","Colorado","08","Las Animas","071","Las Animas, CO",1972
"G0800730","1971","Colorado","08","Lincoln","073","Lincoln, CO",743
"G0800750","1971","Colorado","08","Logan","075","Logan, CO",4115
"G0800770","1971","Colorado","08","Mesa","077","Mesa, CO",11775
"G0800790","1971","Colorado","08","Mineral","079","Mineral, CO",206
"G0800810","1971","Colorado","08","Moffat","081","Moffat, CO",1347
"G0800830","1971","Colorado","08","Montezuma","083","Montezuma, CO",2286
"G0800850","1971","Colorado","08","Montrose","085","Montrose, CO",3103
"G0800870","1971","Colorado","08","Morgan","087","Morgan, CO",3906
"G0800890","1971","Colorado","08","Otero","089","Otero, CO",4058
"G0800910","1971","Colorado","08","Ouray","091","Ouray, CO",531
"G0800930","1971","Colorado","08","Park","093","Park, CO",199
"G0800950","1971","Colorado","08","Phillips","095","Phillips, CO",548
"G0800970","1971","Colorado","08","Pitkin","097","Pitkin, CO",4689
"G0800990","1971","Colorado","08","Prowers","099","Prowers, CO",2086
"G0801010","1971","Colorado","08","Pueblo","101","Pueblo, CO",26975
"G0801030","1971","Colorado","08","Rio Blanco","103","Rio Blanco, CO",957
"G0801050","1971","Colorado","08","Rio Grande","105","Rio Grande, CO",2035
"G0801070","1971","Colorado","08","Routt","107","Routt, CO",1404
"G0801090","1971","Colorado","08","Saguache","109","Saguache, CO",287
"G0801110","1971","Colorado","08","San Juan","111","San Juan, CO",281
"G0801130","1971","Colorado","08","San Miguel","113","San Miguel, CO",297
"G0801150","1971","Colorado","08","Sedgwick","115","Sedgwick, CO",471
"G0801170","1971","Colorado","08","Summit","117","Summit, CO",1133
"G0801190","1971","Colorado","08","Teller","119","Teller, CO",286
"G0801210","1971","Colorado","08","Washington","121","Washington, CO",807
"G0801230","1971","Colorado","08","Weld","123","Weld, CO",16655
"G0801250","1971","Colorado","08","Yuma","125","Yuma, CO",1056
"G0809990","1971","Colorado","08","Remainder of Colorado","999","Colorado Statewide No Fixed Loc",7329
"G0900010","1971","Connecticut","09","Fairfield","001","Fairfield, CT",252718
"G0900030","1971","Connecticut","09","Hartford","003","Hartford, CT",326480
"G0900050","1971","Connecticut","09","Litchfield","005","Litchfield, CT",33355
"G0900070","1971","Connecticut","09","Middlesex","007","Middlesex, CT",27642
"G0900090","1971","Connecticut","09","New Haven","009","New Haven, CT",241299
"G0900110","1971","Connecticut","09","New London","011","New London, CT",58442
"G0900130","1971","Connecticut","09","Tolland","013","Tolland, CT",10560
"G0900150","1971","Connecticut","09","Windham","015","Windham, CT",22460
"G0909990","1971","Connecticut","09","Remainder of Connecticut","999","Connecticut Statewide No Fixed Loc",7485
"G1000010","1971","Delaware","10","Kent","001","Kent, DE",18761
"G1000030","1971","Delaware","10","New Castle","003","New Castle, DE",129601
"G1000050","1971","Delaware","10","Sussex","005","Sussex, DE",21404
"G1009990","1971","Delaware","10","Remainder of Delaware","999","Delaware Statewide No Fixed Loc",2488
"G1100010","1971","District Of Columbia","11","District of Columbia","001","District of Columbia",317051
"G1200010","1971","Florida","12","Alachua","001","Alachua, FL",19357
"G1200030","1971","Florida","12","Baker","003","Baker, FL",605
"G1200050","1971","Florida","12","Bay","005","Bay, FL",14871
"G1200070","1971","Florida","12","Bradford","007","Bradford, FL",1607
"G1200090","1971","Florida","12","Brevard","009","Brevard, FL",55026
"G1200110","1971","Florida","12","Broward","011","Broward, FL",159213
"G1200130","1971","Florida","12","Calhoun","013","Calhoun, FL",684
"G1200150","1971","Florida","12","Charlotte","015","Charlotte, FL",4357
"G1200170","1971","Florida","12","Citrus","017","Citrus, FL",2936
"G1200190","1971","Florida","12","Clay","019","Clay, FL",3370
"G1200210","1971","Florida","12","Collier","021","Collier, FL",9995
"G1200230","1971","Florida","12","Columbia","023","Columbia, FL",4643
"G1200250","1971","Florida","12","Dade","025","Dade, FL",465843
"G1200270","1971","Florida","12","DeSoto","027","De Soto, FL",1416
"G1200290","1971","Florida","12","Dixie","029","Dixie, FL",1262
"G1200310","1971","Florida","12","Duval","031","Duval, FL",163108
"G1200330","1971","Florida","12","Escambia","033","Escambia, FL",44983
"G1200350","1971","Florida","12","Flagler","035","Flagler, FL",716
"G1200370","1971","Florida","12","Franklin","037","Franklin, FL",786
"G1200390","1971","Florida","12","Gadsden","039","Gadsden, FL",4640
"G1200410","1971","Florida","12","Gilchrist","041","Gilchrist, FL",189
"G1200430","1971","Florida","12","Glades","043","Glades, FL",450
"G1200450","1971","Florida","12","Gulf","045","Gulf, FL",2193
"G1200470","1971","Florida","12","Hamilton","047","Hamilton, FL",1430
"G1200490","1971","Florida","12","Hardee","049","Hardee, FL",1917
"G1200510","1971","Florida","12","Hendry","051","Hendry, FL",1659
"G1200530","1971","Florida","12","Hernando","053","Hernando, FL",2428
"G1200550","1971","Florida","12","Highlands","055","Highlands, FL",4675
"G1200570","1971","Florida","12","Hillsborough","057","Hillsborough, FL",145964
"G1200590","1971","Florida","12","Holmes","059","Holmes, FL",866
"G1200610","1971","Florida","12","Indian River","061","Indian River, FL",8057
"G1200630","1971","Florida","12","Jackson","063","Jackson, FL",4661
"G1200650","1971","Florida","12","Jefferson","065","Jefferson, FL",970
"G1200670","1971","Florida","12","Lafayette","067","Lafayette, FL",107
"G1200690","1971","Florida","12","Lake","069","Lake, FL",13375
"G1200710","1971","Florida","12","Lee","071","Lee, FL",24421
"G1200730","1971","Florida","12","Leon","073","Leon, FL",21976
"G1200750","1971","Florida","12","Levy","075","Levy, FL",1886
"G1200770","1971","Florida","12","Liberty","077","Liberty, FL",585
"G1200790","1971","Florida","12","Madison","079","Madison, FL",1815
"G1200810","1971","Florida","12","Manatee","081","Manatee, FL",16330
"G1200830","1971","Florida","12","Marion","083","Marion, FL",15588
"G1200850","1971","Florida","12","Martin","085","Martin, FL",6148
"G1200870","1971","Florida","12","Monroe","087","Monroe, FL",9412
"G1200890","1971","Florida","12","Nassau","089","Nassau, FL",4212
"G1200910","1971","Florida","12","Okaloosa","091","Okaloosa, FL",12886
"G1200930","1971","Florida","12","Okeechobee","093","Okeechobee, FL",1527
"G1200950","1971","Florida","12","Orange","095","Orange, FL",105554
"G1200970","1971","Florida","12","Osceola","097","Osceola, FL",3494
"G1200990","1971","Florida","12","Palm Beach","099","Palm Beach, FL",99257
"G1201010","1971","Florida","12","Pasco","101","Pasco, FL",8211
"G1201030","1971","Florida","12","Pinellas","103","Pinellas, FL",127477
"G1201050","1971","Florida","12","Polk","105","Polk, FL",61978
"G1201070","1971","Florida","12","Putnam","107","Putnam, FL",6786
"G1201090","1971","Florida","12","St Johns","109","St. Johns, FL",6069
"G1201110","1971","Florida","12","St Lucie","111","St. Lucie, FL",11092
"G1201130","1971","Florida","12","Santa Rosa","113","Santa Rosa, FL",4672
"G1201150","1971","Florida","12","Sarasota","115","Sarasota, FL",33063
"G1201170","1971","Florida","12","Seminole","117","Seminole, FL",11182
"G1201190","1971","Florida","12","Sumter","119","Sumter, FL",1577
"G1201210","1971","Florida","12","Suwannee","121","Suwannee, FL",2918
"G1201230","1971","Florida","12","Taylor","123","Taylor, FL",3344
"G1201250","1971","Florida","12","Union","125","Union, FL",369
"G1201270","1971","Florida","12","Volusia","127","Volusia, FL",34608
"G1201290","1971","Florida","12","Wakulla","129","Wakulla, FL",916
"G1201310","1971","Florida","12","Walton","131","Walton, FL",1868
"G1201330","1971","Florida","12","Washington","133","Washington, FL",998
"G1209990","1971","Florida","12","Remainder of Florida","999","Florida Statewide No Fixed Loc",17668
"G1300010","1971","Georgia","13","Appling","001","Appling, GA",2037
"G1300030","1971","Georgia","13","Atkinson","003","Atkinson, GA",504
"G1300050","1971","Georgia","13","Bacon","005","Bacon, GA",1366
"G1300070","1971","Georgia","13","Baker","007","Baker, GA",273
"G1300090","1971","Georgia","13","Baldwin","009","Baldwin, GA",5352
"G1300110","1971","Georgia","13","Banks","011","Banks, GA",926
"G1300130","1971","Georgia","13","Barrow","013","Barrow, GA",5115
"G1300150","1971","Georgia","13","Bartow","015","Bartow, GA",9276
"G1300170","1971","Georgia","13","Ben Hill","017","Ben Hill, GA",2947
