GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,CA8001
GIS Join Match Code,Data File Year,State Name,State Code,County Name,County Code,Area Name,Total employees
"G3000010","1970","Montana","30","Beaverhead","001","Beaverhead, MT",1086
"G3000030","1970","Montana","30","Big Horn","003","Big Horn, MT",1361
"G3000050","1970","Montana","30","Blaine","005","Blaine, MT",564
"G3000070","1970","Montana","30","Broadwater","007","Broadwater, MT",246
"G3000090","1970","Montana","30","Carbon","009","Carbon, MT",602
"G3000110","1970","Montana","30","Carter","011","Carter, MT",171
"G3000130","1970","Montana","30","Cascade","013","Cascade, MT",17454
"G3000150","1970","Montana","30","Chouteau","015","Chouteau, MT",479
"G3000170","1970","Montana","30","Custer","017","Custer, MT",2369
"G3000190","1970","Montana","30","Daniels","019","Daniels, MT",319
"G3000210","1970","Montana","30","Dawson","021","Dawson, MT",2200
"G3000230","1970","Montana","30","Deer Lodge","023","Deer Lodge, MT",3571
"G3000250","1970","Montana","30","Fallon","025","Fallon, MT",623
"G3000270","1970","Montana","30","Fergus","027","Fergus, MT",1792
"G3000290","1970","Montana","30","Flathead","029","Flathead, MT",7676
"G3000310","1970","Montana","30","Gallatin","031","Gallatin, MT",5033
"G3000330","1970","Montana","30","Garfield","033","Garfield, MT",145
"G3000350","1970","Montana","30","Glacier","035","Glacier, MT",1412
"G3000370","1970","Montana","30","Golden Valley","037","Golden Valley, MT",32
"G3000390","1970","Montana","30","Granite","039","Granite, MT",433
"G3000410","1970","Montana","30","Hill","041","Hill, MT",2887
"G3000430","1970","Montana","30","Jefferson","043","Jefferson, MT",360
"G3000450","1970","Montana","30","Judith Basin","045","Judith Basin, MT",128
"G3000470","1970","Montana","30","Lake","047","Lake, MT",1377
"G3000490","1970","Montana","30","Lewis And Clark","049","Lewis and Clark, MT",7861
"G3000510","1970","Montana","30","Liberty","051","Liberty, MT",175
"G3000530","1970","Montana","30","Lincoln","053","Lincoln, MT",3811
"G3000550","1970","Montana","30","McCone","055","McCone, MT",283
"G3000570","1970","Montana","30","Madison","057","Madison, MT",382
"G3000590","1970","Montana","30","Meagher","059","Meagher, MT",254
"G3000610","1970","Montana","30","Mineral","061","Mineral, MT",371
"G3000630","1970","Montana","30","Missoula","063","Missoula, MT",12878
"G3000650","1970","Montana","30","Musselshell","065","Musselshell, MT",547
"G3000670","1970","Montana","30","Park","067","Park, MT",1616
"G3000690","1970","Montana","30","Petroleum","069","Petroleum, MT",21
"G3000710","1970","Montana","30","Phillips","071","Phillips, MT",516
"G3000730","1970","Montana","30","Pondera","073","Pondera, MT",830
"G3000750","1970","Montana","30","Powder River","075","Powder River, MT",324
"G3000770","1970","Montana","30","Powell","077","Powell, MT",792
"G3000790","1970","Montana","30","Prairie","079","Prairie, MT",183
"G3000810","1970","Montana","30","Ravalli","081","Ravalli, MT",1618
"G3000830","1970","Montana","30","Richland","083","Richland, MT",1743
"G3000850","1970","Montana","30","Roosevelt","085","Roosevelt, MT",1637
"G3000870","1970","Montana","30","Rosebud","087","Rosebud, MT",739
"G3000890","1970","Montana","30","Sanders","089","Sanders, MT",1015
"G3000910","1970","Montana","30","Sheridan","091","Sheridan, MT",759
"G3000930","1970","Montana","30","Silver Bow","093","Silver Bow, MT",10714
"G3000950","1970","Montana","30","Stillwater","095","Stillwater, MT",500
"G3000970","1970","Montana","30","Sweet Grass","097","Sweet Grass, MT",303
"G3000990","1970","Montana","30","Teton","099","Teton, MT",502
"G3001010","1970","Montana","30","Toole","101","Toole, MT",889
"G3001030","1970","Montana","30","Treasure","103","Treasure, MT",64
"G3001050","1970","Montana","30","Valley","105","Valley, MT",1393
"G3001070","1970","Montana","30","Wheatland","107","Wheatland, MT",255
"G3001090","1970","Montana","30","Wibaux","109","Wibaux, MT",77
"G3001110","1970","Montana","30","Yellowstone","111","Yellowstone, MT",21893
"G3009990","1970","Montana","30","Remainder of Montana","999","Montana Statewide No Fixed Loc",2445
"G3100010","1970","Nebraska","31","Adams","001","Adams, NE",8001
"G3100030","1970","Nebraska","31","Antelope","003","Antelope, NE",916
"G3100050","1970","Nebraska","31","Arthur","005","Arthur, NE",19
"G3100070","1970","Nebraska","31","Banner","007","Banner, NE",89
"G3100090","1970","Nebraska","31","Blaine","009","Blaine, NE",56
"G3100110","1970","Nebraska","31","Boone","011","Boone, NE",750
"G3100130","1970","Nebraska","31","Box Butte","013","Box Butte, NE",1528
"G3100150","1970","Nebraska","31","Boyd","015","Boyd, NE",307
"G3100170","1970","Nebraska","31","Brown","017","Brown, NE",576
"G3100190","1970","Nebraska","31","Buffalo","019","Buffalo, NE",6837
"G3100210","1970","Nebraska","31","Burt","021","Burt, NE",995
"G3100230","1970","Nebraska","31","Butler","023","Butler, NE",835
"G3100250","1970","Nebraska","31","Cass","025","Cass, NE",1582
"G3100270","1970","Nebraska","31","Cedar","027","Cedar, NE",949
"G3100290","1970","Nebraska","31","Chase","029","Chase, NE",533
"G3100310","1970","Nebraska","31","Cherry","031","Cherry, NE",702
"G3100330","1970","Nebraska","31","Cheyenne","033","Cheyenne, NE",1800
"G3100350","1970","Nebraska","31","Clay","035","Clay, NE",867
"G3100370","1970","Nebraska","31","Colfax","037","Colfax, NE",1530
"G3100390","1970","Nebraska","31","Cuming","039","Cuming, NE",1613
"G3100410","1970","Nebraska","31","Custer","041","Custer, NE",2027
"G3100430","1970","Nebraska","31","Dakota","043","Dakota, NE",3658
"G3100450","1970","Nebraska","31","Dawes","045","Dawes, NE",1644
"G3100470","1970","Nebraska","31","Dawson","047","Dawson, NE",4752
"G3100490","1970","Nebraska","31","Deuel","049","Deuel, NE",360
"G3100510","1970","Nebraska","31","Dixon","051","Dixon, NE",764
"G3100530","1970","Nebraska","31","Dodge","053","Dodge, NE",8549
"G3100550","1970","Nebraska","31","Douglas","055","Douglas, NE",151827
"G3100570","1970","Nebraska","31","Dundy","057","Dundy, NE",262
"G3100590","1970","Nebraska","31","Fillmore","059","Fillmore, NE",1060
"G3100610","1970","Nebraska","31","Franklin","061","Franklin, NE",412
"G3100630","1970","Nebraska","31","Frontier","063","Frontier, NE",234
"G3100650","1970","Nebraska","31","Furnas","065","Furnas, NE",801
"G3100670","1970","Nebraska","31","Gage","067","Gage, NE",4918
"G3100690","1970","Nebraska","31","Garden","069","Garden, NE",342
"G3100710","1970","Nebraska","31","Garfield","071","Garfield, NE",350
"G3100730","1970","Nebraska","31","Gosper","073","Gosper, NE",120
"G3100750","1970","Nebraska","31","Grant","075","Grant, NE",66
"G3100770","1970","Nebraska","31","Greeley","077","Greeley, NE",340
"G3100790","1970","Nebraska","31","Hall","079","Hall, NE",14339
"G3100810","1970","Nebraska","31","Hamilton","081","Hamilton, NE",1027
"G3100830","1970","Nebraska","31","Harlan","083","Harlan, NE",356
"G3100850","1970","Nebraska","31","Hayes","085","Hayes, NE",28
"G3100870","1970","Nebraska","31","Hitchcock","087","Hitchcock, NE",407
"G3100890","1970","Nebraska","31","Holt","089","Holt, NE",1654
"G3100910","1970","Nebraska","31","Hooker","091","Hooker, NE",181
"G3100930","1970","Nebraska","31","Howard","093","Howard, NE",560
"G3100950","1970","Nebraska","31","Jefferson","095","Jefferson, NE",1802
"G3100970","1970","Nebraska","31","Johnson","097","Johnson, NE",1101
"G3100990","1970","Nebraska","31","Kearney","099","Kearney, NE",963
"G3101010","1970","Nebraska","31","Keith","101","Keith, NE",2431
"G3101030","1970","Nebraska","31","Keya Paha","103","Keya Paha, NE",43
"G3101050","1970","Nebraska","31","Kimball","105","Kimball, NE",1193
"G3101070","1970","Nebraska","31","Knox","107","Knox, NE",1081
"G3101090","1970","Nebraska","31","Lancaster","109","Lancaster, NE",49346
"G3101110","1970","Nebraska","31","Lincoln","111","Lincoln, NE",6078
"G3101130","1970","Nebraska","31","Logan","113","Logan, NE",48
"G3101150","1970","Nebraska","31","Loup","115","Loup, NE",32
"G3101170","1970","Nebraska","31","McPherson","117","McPherson, NE",2
"G3101190","1970","Nebraska","31","Madison","119","Madison, NE",7312
"G3101210","1970","Nebraska","31","Merrick","121","Merrick, NE",842
"G3101230","1970","Nebraska","31","Morrill","123","Morrill, NE",670
"G3101250","1970","Nebraska","31","Nance","125","Nance, NE",513
"G3101270","1970","Nebraska","31","Nemaha","127","Nemaha, NE",1490
"G3101290","1970","Nebraska","31","Nuckolls","129","Nuckolls, NE",1211
"G3101310","1970","Nebraska","31","Otoe","131","Otoe, NE",3378
"G3101330","1970","Nebraska","31","Pawnee","133","Pawnee, NE",286
"G3101350","1970","Nebraska","31","Perkins","135","Perkins, NE",347
"G3101370","1970","Nebraska","31","Phelps","137","Phelps, NE",2270
"G3101390","1970","Nebraska","31","Pierce","139","Pierce, NE",723
"G3101410","1970","Nebraska","31","Platte","141","Platte, NE",8382
"G3101430","1970","Nebraska","31","Polk","143","Polk, NE",692
"G3101450","1970","Nebraska","31","Red Willow","145","Red Willow, NE",2439
"G3101470","1970","Nebraska","31","Richardson","147","Richardson, NE",1775
"G3101490","1970","Nebraska","31","Rock","149","Rock, NE",226
"G3101510","1970","Nebraska","31","Saline","151","Saline, NE",2264
"G3101530","1970","Nebraska","31","Sarpy","153","Sarpy, NE",4390
"G3101550","1970","Nebraska","31","Saunders","155","Saunders, NE",2058
"G3101570","1970","Nebraska","31","Scotts Bluff","157","Scotts Bluff, NE",9652
"G3101590","1970","Nebraska","31","Seward","159","Seward, NE",2094
"G3101610","1970","Nebraska","31","Sheridan","161","Sheridan, NE",995
"G3101630","1970","Nebraska","31","Sherman","163","Sherman, NE",455
"G3101650","1970","Nebraska","31","Sioux","165","Sioux, NE",55
"G3101670","1970","Nebraska","31","Stanton","167","Stanton, NE",238
"G3101690","1970","Nebraska","31","Thayer","169","Thayer, NE",1152
"G3101710","1970","Nebraska","31","Thomas","171","Thomas, NE",72
"G3101730","1970","Nebraska","31","Thurston","173","Thurston, NE",974
"G3101750","1970","Nebraska","31","Valley","175","Valley, NE",721
"G3101770","1970","Nebraska","31","Washington","177","Washington, NE",2620
"G3101790","1970","Nebraska","31","Wayne","179","Wayne, NE",1007
"G3101810","1970","Nebraska","31","Webster","181","Webster, NE",649
"G3101830","1970","Nebraska","31","Wheeler","183","Wheeler, NE",38
"G3101850","1970","Nebraska","31","York","185","York, NE",2823
"G3109990","1970","Nebraska","31","Remainder of Nebraska","999","Nebraska Statewide No Fixed Loc",5602
"G3200010","1970","Nevada","32","Churchill","001","Churchill, NV",1151
"G3200030","1970","Nevada","32","Clark","003","Clark, NV",87371
"G3200050","1970","Nevada","32","Douglas","005","Douglas, NV",4953
"G3200070","1970","Nevada","32","Elko","007","Elko, NV",2933
"G3200090","1970","Nevada","32","Esmeralda","009","Esmeralda, NV",75
"G3200110","1970","Nevada","32","Eureka","011","Eureka, NV",51
"G3200130","1970","Nevada","32","Humboldt","013","Humboldt, NV",1536
"G3200150","1970","Nevada","32","Lander","015","Lander, NV",645
"G3200170","1970","Nevada","32","Lincoln","017","Lincoln, NV",396
"G3200190","1970","Nevada","32","Lyon","019","Lyon, NV",1346
"G3200210","1970","Nevada","32","Mineral","021","Mineral, NV",718
"G3200230","1970","Nevada","32","Nye","023","Nye, NV",6853
"G3200270","1970","Nevada","32","Pershing","027","Pershing, NV",497
"G3200290","1970","Nevada","32","Storey","029","Storey, NV",109
"G3200310","1970","Nevada","32","Washoe","031","Washoe, NV",41717
"G3200330","1970","Nevada","32","White Pine","033","White Pine, NV",2721
"G3205100","1970","Nevada","32","Carson City","510","Carson City city, NV",2396
"G3209990","1970","Nevada","32","Remainder of Nevada","999","Nevada Statewide No Fixed Loc",2090
"G3300010","1970","New Hampshire","33","Belknap","001","Belknap, NH",9692
"G3300030","1970","New Hampshire","33","Carroll","003","Carroll, NH",4163
"G3300050","1970","New Hampshire","33","Cheshire","005","Cheshire, NH",15312
"G3300070","1970","New Hampshire","33","Coos","007","Coos, NH",8139
"G3300090","1970","New Hampshire","33","Grafton","009","Grafton, NH",16761
"G3300110","1970","New Hampshire","33","Hillsborough","011","Hillsborough, NH",82354
"G3300130","1970","New Hampshire","33","Merrimack","013","Merrimack, NH",21378
"G3300150","1970","New Hampshire","33","Rockingham","015","Rockingham, NH",25972
"G3300170","1970","New Hampshire","33","Strafford","017","Strafford, NH",19155
"G3300190","1970","New Hampshire","33","Sullivan","019","Sullivan, NH",7303
"G3309990","1970","New Hampshire","33","Remainder of New Hampshire","999","New Hampshire Statewide No Fixed Loc",2524
"G3400010","1970","New Jersey","34","Atlantic","001","Atlantic, NJ",46742
"G3400030","1970","New Jersey","34","Bergen","003","Bergen, NJ",281959
"G3400050","1970","New Jersey","34","Burlington","005","Burlington, NJ",54148
"G3400070","1970","New Jersey","34","Camden","007","Camden, NJ",118122
"G3400090","1970","New Jersey","34","Cape May","009","Cape May, NJ",9605
"G3400110","1970","New Jersey","34","Cumberland","011","Cumberland, NJ",40102
"G3400130","1970","New Jersey","34","Essex","013","Essex, NJ",362092
"G3400150","1970","New Jersey","34","Gloucester","015","Gloucester, NJ",28412
"G3400170","1970","New Jersey","34","Hudson","017","Hudson, NJ",221312
"G3400190","1970","New Jersey","34","Hunterdon","019","Hunterdon, NJ",14051
"G3400210","1970","New Jersey","34","Mercer","021","Mercer, NJ",104660
"G3400230","1970","New Jersey","34","Middlesex","023","Middlesex, NJ",168079
"G3400250","1970","New Jersey","34","Monmouth","025","Monmouth, NJ",87298
"G3400270","1970","New Jersey","34","Morris","027","Morris, NJ",91377
"G3400290","1970","New Jersey","34","Ocean","029","Ocean, NJ",30119
"G3400310","1970","New Jersey","34","Passaic","031","Passaic, NJ",164128
"G3400330","1970","New Jersey","34","Salem","033","Salem, NJ",17194
"G3400350","1970","New Jersey","34","Somerset","035","Somerset, NJ",49407
"G3400370","1970","New Jersey","34","Sussex","037","Sussex, NJ",11443
"G3400390","1970","New Jersey","34","Union","039","Union, NJ",226656
"G3400410","1970","New Jersey","34","Warren","041","Warren, NJ",20983
"G3409990","1970","New Jersey","34","Remainder of New Jersey","999","New Jersey Statewide No Fixed Loc",17347
"G3500010","1970","New Mexico","35","Bernalillo","001","Bernalillo, NM",79195
"G3500030","1970","New Mexico","35","Catron","003","Catron, NM",98
"G3500050","1970","New Mexico","35","Chaves","005","Chaves, NM",8994
"G3500070","1970","New Mexico","35","Colfax","007","Colfax, NM",2048
"G3500090","1970","New Mexico","35","Curry","009","Curry, NM",5995
"G3500110","1970","New Mexico","35","De Baca","011","De Baca, NM",163
"G3500130","1970","New Mexico","35","Dona Ana","013","Dona Ana, NM",9932
"G3500150","1970","New Mexico","35","Eddy","015","Eddy, NM",9313
"G3500170","1970","New Mexico","35","Grant","017","Grant, NM",4584
"G3500190","1970","New Mexico","35","Guadalupe","019","Guadalupe, NM",827
"G3500210","1970","New Mexico","35","Harding","021","Harding, NM",147
"G3500230","1970","New Mexico","35","Hidalgo","023","Hidalgo, NM",800
"G3500250","1970","New Mexico","35","Lea","025","Lea, NM",12702
"G3500270","1970","New Mexico","35","Lincoln","027","Lincoln, NM",981
"G3500280","1970","New Mexico","35","Los Alamos","028","Los Alamos, NM",2041
"G3500290","1970","New Mexico","35","Luna","029","Luna, NM",1824
"G3500310","1970","New Mexico","35","McKinley","031","McKinley, NM",6427
"G3500330","1970","New Mexico","35","Mora","033","Mora, NM",73
"G3500350","1970","New Mexico","35","Otero","035","Otero, NM",5873
"G3500370","1970","New Mexico","35","Quay","037","Quay, NM",1752
"G3500390","1970","New Mexico","35","Rio Arriba","039","Rio Arriba, NM",2228
"G3500410","1970","New Mexico","35","Roosevelt","041","Roosevelt, NM",1629
"G3500430","1970","New Mexico","35","Sandoval","043","Sandoval, NM",1141
"G3500450","1970","New Mexico","35","San Juan","045","San Juan, NM",10148
"G3500470","1970","New Mexico","35","San Miguel","047","San Miguel, NM",1884
"G3500490","1970","New Mexico","35","Santa Fe","049","Santa Fe, NM",10166
"G3500510","1970","New Mexico","35","Sierra","051","Sierra, NM",854
"G3500530","1970","New Mexico","35","Socorro","053","Socorro, NM",915
"G3500550","1970","New Mexico","35","Taos","055","Taos, NM",2382
"G3500570","1970","New Mexico","35","Torrance","057","Torrance, NM",340
"G3500590","1970","New Mexico","35","Union","059","Union, NM",652
"G3500610","1970","New Mexico","35","Valencia","061","Valencia, NM",5032
"G3509990","1970","New Mexico","35","Remainder of New Mexico","999","New Mexico Statewide No Fixed Loc",2601
"G3600010","1970","New York","36","Albany","001","Albany, NY",101331
"G3600030","1970","New York","36","Allegany","003","Allegany, NY",8061
"G3600050","1970","New York","36","Bronx","005","Bronx, NY",199304
"G3600070","1970","New York","36","Broome","007","Broome, NY",72856
"G3600090","1970","New York","36","Cattaraugus","009","Cattaraugus, NY",20271
"G3600110","1970","New York","36","Cayuga","011","Cayuga, NY",15324
"G3600130","1970","New York","36","Chautauqua","013","Chautauqua, NY",38601
"G3600150","1970","New York","36","Chemung","015","Chemung, NY",32281
"G3600170","1970","New York","36","Chenango","017","Chenango, NY",11353
"G3600190","1970","New York","36","Clinton","019","Clinton, NY",11099
"G3600210","1970","New York","36","Columbia","021","Columbia, NY",9410
"G3600230","1970","New York","36","Cortland","023","Cortland, NY",12782
"G3600250","1970","New York","36","Delaware","025","Delaware, NY",10019
"G3600270","1970","New York","36","Dutchess","027","Dutchess, NY",62035
"G3600290","1970","New York","36","Erie","029","Erie, NY",338568
"G3600310","1970","New York","36","Essex","031","Essex, NY",7350
"G3600330","1970","New York","36","Franklin","033","Franklin, NY",6587
"G3600350","1970","New York","36","Fulton","035","Fulton, NY",13232
"G3600370","1970","New York","36","Genesee","037","Genesee, NY",15163
"G3600390","1970","New York","36","Greene","039","Greene, NY",5833
"G3600410","1970","New York","36","Hamilton","041","Hamilton, NY",427
"G3600430","1970","New York","36","Herkimer","043","Herkimer, NY",20556
"G3600450","1970","New York","36","Jefferson","045","Jefferson, NY",18645
"G3600470","1970","New York","36","Kings","047","Kings, NY",495605
"G3600490","1970","New York","36","Lewis","049","Lewis, NY",2859
"G3600510","1970","New York","36","Livingston","051","Livingston, NY",9100
"G3600530","1970","New York","36","Madison","053","Madison, NY",7307
"G3600550","1970","New York","36","Monroe","055","Monroe, NY",275315
"G3600570","1970","New York","36","Montgomery","057","Montgomery, NY",14414
"G3600590","1970","New York","36","Nassau","059","Nassau, NY",395127
"G3600610","1970","New York","36","New York","061","New York, NY",2219133
"G3600630","1970","New York","36","Niagara","063","Niagara, NY",70089
"G3600650","1970","New York","36","Oneida","065","Oneida, NY",68336
"G3600670","1970","New York","36","Onondaga","067","Onondaga, NY",162490
"G3600690","1970","New York","36","Ontario","069","Ontario, NY",14637
"G3600710","1970","New York","36","Orange","071","Orange, NY",48800
"G3600730","1970","New York","36","Orleans","073","Orleans, NY",5499
"G3600750","1970","New York","36","Oswego","075","Oswego, NY",13972
"G3600770","1970","New York","36","Otsego","077","Otsego, NY",9355
"G3600790","1970","New York","36","Putnam","079","Putnam, NY",5681
"G3600810","1970","New York","36","Queens","081","Queens, NY",423183
"G3600830","1970","New York","36","Rensselaer","083","Rensselaer, NY",30037
"G3600850","1970","New York","36","Richmond","085","Richmond, NY",33604
"G3600870","1970","New York","36","Rockland","087","Rockland, NY",43096
"G3600890","1970","New York","36","St Lawrence","089","St. Lawrence, NY",20760
"G3600910","1970","New York","36","Saratoga","091","Saratoga, NY",16391
"G3600930","1970","New York","36","Schenectady","093","Schenectady, NY",53693
"G3600950","1970","New York","36","Schoharie","095","Schoharie, NY",3029
"G3600970","1970","New York","36","Schuyler","097","Schuyler, NY",2571
"G3600990","1970","New York","36","Seneca","099","Seneca, NY",6450
"G3601010","1970","New York","36","Steuben","101","Steuben, NY",26593
"G3601030","1970","New York","36","Suffolk","103","Suffolk, NY",177038
"G3601050","1970","New York","36","Sullivan","105","Sullivan, NY",12068
"G3601070","1970","New York","36","Tioga","107","Tioga, NY",9631
"G3601090","1970","New York","36","Tompkins","109","Tompkins, NY",21515
"G3601110","1970","New York","36","Ulster","111","Ulster, NY",33319
"G3601130","1970","New York","36","Warren","113","Warren, NY",15602
"G3601150","1970","New York","36","Washington","115","Washington, NY",9613
"G3601170","1970","New York","36","Wayne","117","Wayne, NY",14261
"G3601190","1970","New York","36","Westchester","119","Westchester, NY",259630
"G3601210","1970","New York","36","Wyoming","121","Wyoming, NY",5413
"G3601230","1970","New York","36","Yates","123","Yates, NY",3029
"G3609990","1970","New York","36","Remainder of New York","999","New York Statewide No Fixed Loc",39954
"G3700010","1970","North Carolina","37","Alamance","001","Alamance, NC",40258
"G3700030","1970","North Carolina","37","Alexander","003","Alexander, NC",4278
"G3700050","1970","North Carolina","37","Alleghany","005","Alleghany, NC",1982
"G3700070","1970","North Carolina","37","Anson","007","Anson, NC",4134
"G3700090","1970","North Carolina","37","Ashe","009","Ashe, NC",3509
"G3700110","1970","North Carolina","37","Avery","011","Avery, NC",2829
"G3700130","1970","North Carolina","37","Beaufort","013","Beaufort, NC",8205
"G3700150","1970","North Carolina","37","Bertie","015","Bertie, NC",2343
"G3700170","1970","North Carolina","37","Bladen","017","Bladen, NC",3437
"G3700190","1970","North Carolina","37","Brunswick","019","Brunswick, NC",2192
"G3700210","1970","North Carolina","37","Buncombe","021","Buncombe, NC",46358
"G3700230","1970","North Carolina","37","Burke","023","Burke, NC",21886
"G3700250","1970","North Carolina","37","Cabarrus","025","Cabarrus, NC",37292
"G3700270","1970","North Carolina","37","Caldwell","027","Caldwell, NC",18632
"G3700290","1970","North Carolina","37","Camden","029","Camden, NC",99
"G3700310","1970","North Carolina","37","Carteret","031","Carteret, NC",5059
"G3700330","1970","North Carolina","37","Caswell","033","Caswell, NC",1586
"G3700350","1970","North Carolina","37","Catawba","035","Catawba, NC",49846
"G3700370","1970","North Carolina","37","Chatham","037","Chatham, NC",7459
"G3700390","1970","North Carolina","37","Cherokee","039","Cherokee, NC",4123
"G3700410","1970","North Carolina","37","Chowan","041","Chowan, NC",2735
"G3700430","1970","North Carolina","37","Clay","043","Clay, NC",623
"G3700450","1970","North Carolina","37","Cleveland","045","Cleveland, NC",23672
"G3700470","1970","North Carolina","37","Columbus","047","Columbus, NC",8826
"G3700490","1970","North Carolina","37","Craven","049","Craven, NC",9713
"G3700510","1970","North Carolina","37","Cumberland","051","Cumberland, NC",33959
"G3700530","1970","North Carolina","37","Currituck","053","Currituck, NC",360
"G3700550","1970","North Carolina","37","Dare","055","Dare, NC",1089
"G3700570","1970","North Carolina","37","Davidson","057","Davidson, NC",29806
"G3700590","1970","North Carolina","37","Davie","059","Davie, NC",3000
"G3700610","1970","North Carolina","37","Duplin","061","Duplin, NC",6500
"G3700630","1970","North Carolina","37","Durham","063","Durham, NC",46564
"G3700650","1970","North Carolina","37","Edgecombe","065","Edgecombe, NC",13150
"G3700670","1970","North Carolina","37","Forsyth","067","Forsyth, NC",88412
"G3700690","1970","North Carolina","37","Franklin","069","Franklin, NC",3259
"G3700710","1970","North Carolina","37","Gaston","071","Gaston, NC",56924
"G3700730","1970","North Carolina","37","Gates","073","Gates, NC",707
"G3700750","1970","North Carolina","37","Graham","075","Graham, NC",1191
"G3700770","1970","North Carolina","37","Granville","077","Granville, NC",4267
"G3700790","1970","North Carolina","37","Greene","079","Greene, NC",993
"G3700810","1970","North Carolina","37","Guilford","081","Guilford, NC",132275
"G3700830","1970","North Carolina","37","Halifax","083","Halifax, NC",11257
"G3700850","1970","North Carolina","37","Harnett","085","Harnett, NC",8569
"G3700870","1970","North Carolina","37","Haywood","087","Haywood, NC",10654
"G3700890","1970","North Carolina","37","Henderson","089","Henderson, NC",10329
"G3700910","1970","North Carolina","37","Hertford","091","Hertford, NC",5105
"G3700930","1970","North Carolina","37","Hoke","093","Hoke, NC",3236
"G3700950","1970","North Carolina","37","Hyde","095","Hyde, NC",516
"G3700970","1970","North Carolina","37","Iredell","097","Iredell, NC",24897
"G3700990","1970","North Carolina","37","Jackson","099","Jackson, NC",2712
"G3701010","1970","North Carolina","37","Johnston","101","Johnston, NC",10624
"G3701030","1970","North Carolina","37","Jones","103","Jones, NC",606
"G3701050","1970","North Carolina","37","Lee","105","Lee, NC",11736
"G3701070","1970","North Carolina","37","Lenoir","107","Lenoir, NC",14873
"G3701090","1970","North Carolina","37","Lincoln","109","Lincoln, NC",8668
"G3701110","1970","North Carolina","37","McDowell","111","McDowell, NC",8967
"G3701130","1970","North Carolina","37","Macon","113","Macon, NC",2510
"G3701150","1970","North Carolina","37","Madison","115","Madison, NC",1156
"G3701170","1970","North Carolina","37","Martin","117","Martin, NC",6584
"G3701190","1970","North Carolina","37","Mecklenburg","119","Mecklenburg, NC",161097
"G3701210","1970","North Carolina","37","Mitchell","121","Mitchell, NC",3345
"G3701230","1970","North Carolina","37","Montgomery","123","Montgomery, NC",6731
"G3701250","1970","North Carolina","37","Moore","125","Moore, NC",9766
"G3701270","1970","North Carolina","37","Nash","127","Nash, NC",14257
"G3701290","1970","North Carolina","37","New Hanover","129","New Hanover, NC",28295
"G3701310","1970","North Carolina","37","Northampton","131","Northampton, NC",2664
"G3701330","1970","North Carolina","37","Onslow","133","Onslow, NC",8610
"G3701350","1970","North Carolina","37","Orange","135","Orange, NC",7162
"G3701370","1970","North Carolina","37","Pamlico","137","Pamlico, NC",655
"G3701390","1970","North Carolina","37","Pasquotank","139","Pasquotank, NC",5266
"G3701410","1970","North Carolina","37","Pender","141","Pender, NC",1487
"G3701430","1970","North Carolina","37","Perquimans","143","Perquimans, NC",806
"G3701450","1970","North Carolina","37","Person","145","Person, NC",6303
"G3701470","1970","North Carolina","37","Pitt","147","Pitt, NC",15407
"G3701490","1970","North Carolina","37","Polk","149","Polk, NC",2120
"G3701510","1970","North Carolina","37","Randolph","151","Randolph, NC",25150
"G3701530","1970","North Carolina","37","Richmond","153","Richmond, NC",10444
"G3701550","1970","North Carolina","37","Robeson","155","Robeson, NC",16110
"G3701570","1970","North Carolina","37","Rockingham","157","Rockingham, NC",22804
"G3701590","1970","North Carolina","37","Rowan","159","Rowan, NC",26063
"G3701610","1970","North Carolina","37","Rutherford","161","Rutherford, NC",13681
"G3701630","1970","North Carolina","37","Sampson","163","Sampson, NC",7380
"G3701650","1970","North Carolina","37","Scotland","165","Scotland, NC",9813
"G3701670","1970","North Carolina","37","Stanly","167","Stanly, NC",15546
"G3701690","1970","North Carolina","37","Stokes","169","Stokes, NC",1068
"G3701710","1970","North Carolina","37","Surry","171","Surry, NC",19578
"G3701730","1970","North Carolina","37","Swain","173","Swain, NC",2020
"G3701750","1970","North Carolina","37","Transylvania","175","Transylvania, NC",6181
"G3701770","1970","North Carolina","37","Tyrrell","177","Tyrrell, NC",421
"G3701790","1970","North Carolina","37","Union","179","Union, NC",12704
"G3701810","1970","North Carolina","37","Vance","181","Vance, NC",9938
"G3701830","1970","North Carolina","37","Wake","183","Wake, NC",73882
"G3701850","1970","North Carolina","37","Warren","185","Warren, NC",1652
"G3701870","1970","North Carolina","37","Washington","187","Washington, NC",2146
"G3701890","1970","North Carolina","37","Watauga","189","Watauga, NC",4485
"G3701910","1970","North Carolina","37","Wayne","191","Wayne, NC",16137
"G3701930","1970","North Carolina","37","Wilkes","193","Wilkes, NC",11037
"G3701950","1970","North Carolina","37","Wilson","195","Wilson, NC",14457
"G3701970","1970","North Carolina","37","Yadkin","197","Yadkin, NC",1914
"G3701990","1970","North Carolina","37","Yancey","199","Yancey, NC",1076
"G3709990","1970","North Carolina","37","Remainder of North Carolina","999","North Carolina Statewide No Fixed Loc",9809
"G3800010","1970","North Dakota","38","Adams","001","Adams, ND",635
"G3800030","1970","North Dakota","38","Barnes","003","Barnes, ND",2232
"G3800050","1970","North Dakota","38","Benson","005","Benson, ND",450
"G3800070","1970","North Dakota","38","Billings","007","Billings, ND",50
